pmid	title	journal	pub_date	doi	url	queries	tags	abstract
40922383	Endothelial F3-mediated autolysosome and lipid metabolism promote resistance to anti-VEGFA therapy in metastatic colorectal cancer.	Autophagy	2025-Dec	10.1080/15548627.2025.2551720	https://pubmed.ncbi.nlm.nih.gov/40922383/	metabolism_proteomics_crlm	glycolysis_metabolism,therapy_resistance	Patients with metastatic colorectal cancer (mCRC) to the liver exhibit poor survival rates. Chemotherapy combined with anti-vascular therapy has emerged as the standard treatment, but resistance to anti-VEGFA therapy inevitably develops. The metabolic reprogramming of tumor vascular endothelial cells (TECs) plays a crucial, yet still poorly understood, role in the development of therapeutic resistance. We identified lipid-rich and fatty acid oxidation (FAO)-activated proliferating TECs in fatty colorectal cancer liver metastasis (CRLM) that mediate resistance to anti-VEGFA treatment. The TEC-specific F3 protein inhibited the macroautophagy/autophagy-lysosome pathway through the MAPK/JNK-MAPK/ERK-TP53/p53 signaling axis, thereby prevented CPT1A protein degradation and enhanced FAO. F3 was also involved in promoting lipid uptake and lipophagy. This process promoted cellular FAO under conditions of fatty acids and anti-VEGFA stimulation. Targeting FAO proved effective in overcoming resistance to anti-VEGFA treatment. Our findings elucidated the role of lipid metabolism in therapy-resistant TECs in fatty CRLM and provided a theoretical foundation for further research on anti-VEGFA therapy resistance. Moreover, we underscored the potential of combining FAO inhibitors to enhance the efficacy of anti-angiogenic therapy.
40837498	CRCs-CAFs crosstalk-targeted nano-delivery system reprograms tumor microenvironment for oxaliplatin resistance reversing and liver metastasis inhibition in colorectal cancer.	Bioactive materials	2025-Dec	10.1016/j.bioactmat.2025.08.002	https://pubmed.ncbi.nlm.nih.gov/40837498/	crlm_spatial_single_cell,metabolism_proteomics_crlm	single_cell,caf,glycolysis_metabolism,therapy_resistance	"The five-year survival rate of patients with colorectal cancer (CRC) liver metastasis is less than 30 %, and chemotherapy resistance and metastatic microenvironment remodeling are the current treatment bottlenecks. Cancer-associated fibroblasts (CAFs) in the tumor microenvironment (TME) form a ""CRCs-CAFs crosstalk"" with colorectal cancer cells (CRCs) by secreting dense extracellular matrix (ECM), free fatty acids (FFA), and pro-metastatic factors, driving a vicious cycle of drug resistance and metastasis. During liver metastasis, hepatic stellate cells (HSCs)-derived CAFs (HSC-CAFs) promote tumor metastasis by remodeling the pre-metastatic microenvironment. Based on clinical sample RNA sequencing and mouse single-cell sequencing to reveal ECM signal enrichment and CAFs activation characteristics, we innovatively constructed a nano-delivery system using hyaluronic acid-modified MIL-100 nanoparticles (OEMH NPs) co-loaded with oxaliplatin (OXA) and epigallocatechin gallate (EGCG). This system can target the CRCs-CAFs crosstalk through CD44 receptor: on the one hand, OEMH NPs can inhibit CAFs activation and reduce ECM deposition, improve drug penetration and down-regulate FFA metabolic reprogramming, reverse OXA resistance; on the other hand, OEMH NPs can block the transformation of HSCs to CAFs, down-regulate pro-metastatic factors such as VEGF/IL-11/ANG, induce vascular normalization, and reprogram the pre-metastatic microenvironment. This strategy can simultaneously achieve primary lesion drug sensitization and liver metastasis inhibition, providing a new paradigm for the treatment of advanced colorectal cancer to break through the traditional treatment dilemma through dual reprogramming of metabolism and microenvironment, and has significant clinical translation potential."
40814140	Clinical observation and immune effect of high-intensity focused ultrasound (HIFU) treatment on patients with colorectal cancer liver metastasis.	International journal of hyperthermia : the official journal of European Society for Hyperthermic Oncology, North American Hyperthermia Group	2025-Dec	10.1080/02656736.2025.2519344	https://pubmed.ncbi.nlm.nih.gov/40814140/	macrophage_immune_crlm	immune_myeloid,therapy_resistance	This study evaluates the clinical and immune effects of high-intensity focused ultrasound (HIFU) on liver metastases from colorectal cancer (CRC). A retrospective analysis was conducted on 64 CRC patients with liver metastases treated with HIFU at Qingdao University's HIFU Cancer Center. Variables such as sex, age, ECOG status, tumor location, KRAS mutation status, HBV infection, number and size of liver metastases, and previous systemic treatments were analyzed. The impact of systemic treatment lines on progression-free survival (PFS) and overall survival (OS) was assessed. A subgroup of 24 patients receiving HIFU combined with first-line therapy was matched with 21 patients receiving chemotherapy alone for comparison. Sixty-four patients underwent 69 HIFU treatments. Median survival was 52 months, with 1-year survival at 100%, 2-year survival at 93.3% and 3-year survival at 72%. The number of metastases treated with HIFU and systemic treatment lines significantly influenced survival (p < 0.05). Post-treatment serum IL-6 levels decreased significantly (p < 0.001). OS was significantly better in the HIFU + chemotherapy group compared to chemotherapy-only (p < 0.0001). HIFU significantly improves OS in CRC liver metastasis patients and reduces serum IL-6 levels, suggesting enhanced immune responses.
41225570	DAPK1 identified as a novel biomarker for colorectal cancer liver metastasis.	Cancer cell international	2025-Nov-12	10.1186/s12935-025-04037-w	https://pubmed.ncbi.nlm.nih.gov/41225570/	crlm_spatial_single_cell,macrophage_immune_crlm	single_cell,immune_myeloid	Liver metastasis is the leading cause of mortality in colorectal cancer (CRC) patients, and there is an urgent need for biomarkers to improve the diagnosis and prognosis of CRC. However, the molecular mechanisms driving metastatic progression remain incompletely understood, necessitating the discovery of novel therapeutic targets. GEO datasets and machine learning algorithms (Lasso regression, SVM, and RF) were employed to screen for upregulated genes in CRC liver metastasis. Protein-protein interaction (PPI) networks were constructed using STRING. Single-cell RNA sequencing (scRNA-seq) and ATAC-seq were performed to analyze immune infiltration and chromatin accessibility in metastatic tissues. Functional enrichment analysis of RNA-seq data was conducted to explore DAPK1-related pathways. Finally, CRISPR/Cas9-mediated knockout of DAPK1 in LoVo cells was used to validate its role in invasion and migration. In this study, we identified DAPK1 as a metastasis-specific upregulated gene in CRC. scRNA-seq of CRC metastases highlighted a significant correlation between DAPK1 expression and macrophage infiltration. Furthermore, ATAC-seq analysis demonstrated increased chromatin accessibility of DAPK1 in CRC liver metastasis. CRISPR/Cas9-mediated knockout of DAPK1 in LoVo cells markedly suppressed their invasion and migration. By combining machine learning and multi-omics bioinformatics approaches, we identified DAPK1 as a novel biomarker for CRC liver metastasis, which has potential implications for prognosis and therapeutic targeting. These findings highlight DAPK1 as a critical driver of metastatic progression and provide a theoretical foundation for the treatment of CRC.
41184884	Neutrophil extracellular traps regulate LDHA expression to promote colorectal cancer liver metastasis.	Journal of translational medicine	2025-Nov-03	10.1186/s12967-025-07174-y	https://pubmed.ncbi.nlm.nih.gov/41184884/	crlm_spatial_single_cell,metabolism_proteomics_crlm	single_cell,glycolysis_metabolism	Metastasis is the most common cause of colorectal cancer (CRC)-related death. Neutrophil extracellular traps (NETs) promote tumor progression and distant metastasis. This study aimed to explore the role of NETs in CRC liver metastasis. Through analysis of publicly available single-cell transcriptome sequencing databases, in vitro experiments and nude mouse liver xenograft model experiments, we revealed that NETs promote CRC metastatic progression. Using scRNA-Seq technology, we showed that NETs marker expression was higher in metastatic lesions than in primary tumors. NET marker expression was high in colorectal cancer tissues and correlated with advanced tumor pathological grade. In addition, treatment with NETs enhanced the proliferation, migration and invasion of CRC cells in vitro by inducing EMT, as indicated by downregulation of E-cadherin and upregulation of N-cadherin and Vimentin. Cell-cell communication analysis revealed that NETs are related to the PI3K/AKT pathway and regulate the expression of LDHA, a key enzyme in glucose metabolism. In vitro, treatment with NETs promoted LDHA production and cell invasion and migration in CRC, while knockdown of LDHA suppressed EMT. Further, inhibition of LDHA expression or NET formation effectively inhibited NET-induced liver metastasis. In summary, this study elucidates the mechanism by which NETs regulate LDHA expression to promote CRC liver metastasis.
40865051	Gut Microbiota-Mediated Bile Acid Metabolism Regulates Colorectal Cancer Liver Metastasis by Altering Neutrophil Recruitment.	Cancer research	2025-Nov-03	10.1158/0008-5472.CAN-24-4425	https://pubmed.ncbi.nlm.nih.gov/40865051/	metabolism_proteomics_crlm	glycolysis_metabolism	The gut microbiome is frequently dysregulated in colorectal cancer. Gut microbiota can modify bile acids (BA), which is a group of metabolites that have been linked to tumorigenesis and progression. In this study, we observed a significant deficiency in gut bacteria with bile salt hydrolase (BSH) activity in patients with liver metastatic colorectal cancer (CRLM). These patients exhibited elevated levels of conjugated primary BAs (CPBA) and decreased levels of unconjugated BAs (UBA) in their circulation. The changes in bacterial BSH activity and CPBA levels were more pronounced in male patients with CRLM. Microbial manipulation in mouse colorectal cancer models to create a BSH-deficient state increased CPBAs, reduced UBAs, and promoted liver metastasis. Specifically, taurocholic acid (TCA), a CPBA, promoted CRLM through a neutrophil-dependent mechanism. TCA upregulated TIMP1 in colorectal cancer cells, which in turn stimulated CXCL5/CXCR2-mediated neutrophil recruitment and CRLM. Alternatively, unconjugated primary and secondary BAs counteracted neutrophil migration induced by TCA in vitro and abolished TCA-promoted neutrophil recruitment and liver metastasis in vivo. Together, these findings elucidate a mechanistic role of the dysregulated gut microbiota-BA axis in CRLM, suggesting that manipulating the balance between conjugated and UBAs could be a potential therapeutic strategy to suppress colorectal cancer metastasis. In colorectal cancer, enrichment of bile salt hydrolase-deficient gut microbiota elevates conjugated primary bile acids that promote liver metastasis by inducing TIMP1-mediated neutrophil recruitment, which can be reversed by supplementing with unconjugated bile acids.
40828155	Tissue-Specific Immunosuppressive and Proliferating Macrophages Fuel Early Metastatic Progression of Human Colorectal Cancer to the Liver.	Cancer immunology research	2025-Nov-03	10.1158/2326-6066.CIR-25-0031	https://pubmed.ncbi.nlm.nih.gov/40828155/	crlm_spatial_single_cell,macrophage_immune_crlm	single_cell,immune_myeloid	Early synchronous colorectal liver metastasis (CRLM) represents a clinical condition characterized by the simultaneous presence of primary colorectal cancer and metastatic liver lesions. In this study, we characterized the tissue-specific transcriptomes, phenotypes, and functional relevance of tumor-associated macrophages (TAM) within the tumor microenvironment (TME) of colorectal cancer and CRLM specimens from patients who underwent simultaneous surgical removal of these malignancies. The high-throughput single-cell transcriptional analysis revealed an inverse ratio of inflammatory and immunoregulatory TAMs in the colorectal cancer and CRLM TMEs, along with heterogeneity in both tumoral tissues. Furthermore, we found that inflammatory TAMs in colorectal cancer expressed inhibitory ligands that might support immune escape, thus favoring liver metastatic progression. In contrast, CRLM lesions possessed a highly immunosuppressive milieu characterized by large proliferative CTLA4+ immunoregulatory TAMs and the presence of IL7R+ cytotoxic TAMs. Higher frequencies of these specific TAM subsets in CRLM were associated with shorter disease-free survival and worse patient prognosis. The identification and characterization of immunoregulatory TAMs preferentially enriched in CRLM is key for the development of novel immunotherapeutic strategies aimed at boosting anticancer immune responses within the TME.
41258075	Single-cell transcriptomic profiling reveals liver fibrosis in colorectal cancer liver metastasis.	Experimental & molecular medicine	2025-Nov	10.1038/s12276-025-01573-3	https://pubmed.ncbi.nlm.nih.gov/41258075/	crlm_spatial_single_cell	spatial,single_cell,caf,immune_myeloid	Tumor fibrosis is recognized as a malignant hallmark in various solid tumors; however, the clinical importance and associated molecular characteristics of tumor fibrosis in liver metastases (LM) from colorectal cancer (CRLM) remain poorly understood. Here we show that patients with CRLM whose liver metastases (LM) exhibited tumor fibrosis (Fibrosis+ LM) had significantly worse progression-free survival (P = 0.025) and overall survival (P = 0.008). Single-cell RNA sequencing revealed that the tumor microenvironment of the Fibrosis+ LM was characterized by T cells with an exhausted phenotype, macrophages displaying a profibrotic and suppressive phenotype and fibrosis-promoting fibroblasts. Further investigation highlighted the pivotal role of VCAN_eCAF in remodeling the tumor fibrosis in the tumor microenvironment of Fibrosis+ LM, emphasizing potential targetable interactions such as FGF23 or FGF3-FGFR1. Validation through multiplex immunohistochemistry/immunofluorescence and spatial transcriptomics supported these findings. Here we present a comprehensive single-cell atlas of tumor fibrosis in LM, revealing the intricate multicellular environment and molecular features associated with it. These insights deepen our understanding of tumor fibrosis mechanisms and inform improved clinical diagnosis and treatment strategies.
40882404	Steatohepatitis alters lymphocytes cytotoxicity and localization, accelerating colorectal liver metastases.	Neoplasia (New York, N.Y.)	2025-Nov	10.1016/j.neo.2025.101222	https://pubmed.ncbi.nlm.nih.gov/40882404/	crlm_spatial_single_cell,macrophage_immune_crlm,metabolism_proteomics_crlm	single_cell,glycolysis_metabolism,immune_myeloid	The liver is the most common site for distant metastasis. Metabolic dysfunction-associated fatty liver disease (MAFLD) is the most common liver disease worldwide and significantly increases the risk of liver metastasis in colorectal cancer (CRC) patients. We aimed to elucidate hepatic immune cells alterations in response to the metabolic stress in MAFLD and their influence on the early stages of CRC liver metastasis (CRLM). High-fat diet (HFD) and Western diet (WD), were used to create MAFLD and MASH respectively. MC38 cancer cells were injected intrasplenically to create CRLM model. Single-cell RNA sequencing (scRNA-seq), RT-PCR and immunohistology were used to study hepatic immune-cell composition, phenotypes, and localization. Both diets significantly increased CRLM establishment, while only WD altered hepatic inflammation. The WD-promotes IL-10 and TGF-β1 elevation, an anti-inflammatory cytokines, inhibiting cytotoxic CD8+ T cells and NK cells and supporting an immunosuppressive environment. Although MASH led to an increased presence of hepatic CD8+ and NK cells, their infiltration into metastatic foci was reduced and was associated with a decrease in expression of cytotoxic markers. In our murine model of MASH, CD8+ T-cell depletion reduced the number of CRLM foci, which was accompanied by a decrease in IFN-γ-associated cytokines and a significant increase in the infiltration of granzyme-B expressing NK cells, ultimately enhancing cytotoxic killing ability. This research underscores the crucial influence of diet-induced immune changes on CRLM establishment and progression. It illustrates that the co-localization of immune cells within liver metastases significantly affects their functionality, highlighting potential therapeutic strategies to balance immune exhaustion and activation.
40859416	SURF: A Self-Supervised Deep Learning Method for Reference-Free Deconvolution in Spatial Transcriptomics.	Advanced science (Weinheim, Baden-Wurttemberg, Germany)	2025-Nov	10.1002/advs.202505456	https://pubmed.ncbi.nlm.nih.gov/40859416/	crlm_spatial_single_cell	spatial,single_cell	Spatial transcriptomics has revolutionized tissue biology by enabling spatially resolved gene expression profiling. Nonetheless, current spot-level spatial transcriptomic technologies consolidate signals from multiple cells, complicating cellular-level analysis. Moreover, matched single-cell references required by reference-based deconvolution methods are frequently unavailable. To overcome these limitations, we present SURF, a reference-free deconvolution tool that integrates high-dimensional gene data analysis with self-supervised deep learning to effectively model nonlinear gene interactions and leverage spot relationships. Benchmarking on both synthetic and real datasets shows that SURF consistently outperforms existing reference-free methods and exceeds reference-based approaches when appropriate references are absent. Applications across datasets with varying resolutions, species, spatial patterns, and tissue states demonstrate SURF's robust capacity to precisely represent tissue microenvironments. Importantly, SURF successfully identifies clinically significant epithelial-to-mesenchymal transition states within tumor regions in a dataset of human colorectal liver metastasis, highlighting its utility in uncovering critical biological mechanisms relevant to disease progression.
41121208	Ex vivo modelling of human colorectal cancer liver metastasis by normothermic machine perfusion.	Molecular cancer	2025-Oct-21	10.1186/s12943-025-02430-7	https://pubmed.ncbi.nlm.nih.gov/41121208/	crlm_spatial_single_cell,macrophage_immune_crlm	spatial,single_cell,immune_myeloid,therapy_resistance	Colorectal cancer liver metastasis (CRLM) is associated with poor survival, primarily due to acquired therapy resistance. While novel therapies arise, translation is limited by the lack of tumor models accurately representing dynamic microenvironmental interplay. Here, we show that ex vivo normothermic machine perfusion (NMP) offers a novel preclinical framework to study the intratumoral dynamics of CRLM biology. Six resected metastatic human livers were preserved for two days and subjected to multi-omic profiling of serially sampled adjacent liver and metastatic tissue using single-cell RNA sequencing (scRNA-seq) and spatial transcriptomics (ST). Tissue integrity was assessed and cross-validated by immunofluorescence (IF), high-resolution respirometry (HRR) and flow-cytometry. NMP was successfuly applied to metastatic livers with minimal surgical adaptations, preserving both intrinsic hepatic properties and tissue viability over an extended duration. Single-cell and spatial mapping confirmed preservation of CRLM phenotypic properties and demonstrated high clinical translatability by applicability of the intrinsic epithelial consensus molecular subtypes to metastasis. Spatially deconvoluted pathway activities reflected functional tissue-microenvironments. Transcriptomic profiles - including those of tumor-associated myeloid cells - were preserved during NMP. Finally, we demonstrate tumor-associated myeloid cell persistence as a driver of disease progression and poor survival in colorectal cancer. Our findings represent the basis for future innovative applications adopting NMP in the context of CRLM, providing a new preclinical tumor model avenue.
41068982	The integration of single-cell and metabolomics reveals the increase of oxidative phosphorylation during the liver metastasis of colorectal cancer.	Cancer & metabolism	2025-Oct-09	10.1186/s40170-025-00408-z	https://pubmed.ncbi.nlm.nih.gov/41068982/	crlm_spatial_single_cell,metabolism_proteomics_crlm	spatial,single_cell,glycolysis_metabolism	Colorectal cancer (CRC) is among the most prevalent malignant tumors, with liver metastasis as the leading cause of mortality. Although metabolic reprogramming is known to play a crucial role in tumor metastasis, our understanding of this process during colorectal cancer liver metastasis (CRLM) remains limited. A stepwise mouse model of CRC liver metastasis was developed, and metabolomic profiling was performed to verify model stability and identify metabolic changes. Single-cell RNA sequencing (scRNA-seq) was used to assess oxidative phosphorylation (OXPHOS) activity within the metastatic tumor microenvironment (TME). Additionally, spatial transcriptomics (ST) was conducted to elucidate the spatial distribution of metabolic phenotypes within metastatic sites. Finally, in vivo experiments were conducted by administering TGFβ inhibitor (LY2157299) or OXPHOS inhibitor (IACS-010759) to evaluate the potential for liver metastasis, and in vitro, the functions of HCT116 and SW620 cells were assessed through Transwell assays and oxygen consumption rate (OCR) measurements. Metabolomic profiling revealed heightened tricarboxylic acid (TCA) cycle activity in liver metastases. ScRNA-seq analysis showed increased OXPHOS in metastatic cells, including a highly malignant cell subtype characterized by augmented OXPHOS. Further analysis identified a significant upregulation of OXPHOS associated with TGFβ pathway activation. ST localized this OXPHOS -enriched subtype within metastatic tissue. Both in vivo and in vitro experiments demonstrate that inhibition of TGFβ signaling reduces OXPHOS activity, thereby attenuating the progression of colorectal cancer liver metastasis. This study identifies OXPHOS upregulation as a key metabolic alteration during CRC liver metastasis, which could be induced by TGFβ signaling pathway. These findings contribute to a refined understanding of CRC metabolic adaptation in liver metastases and may inform therapeutic strategies targeting OXPHOS in advanced CRC.
41051702	Alpha 5 integrin as a prognostic biomarker for survival in carcinomas: a systematic review.	Discover oncology	2025-Oct-06	10.1007/s12672-025-03530-y	https://pubmed.ncbi.nlm.nih.gov/41051702/	hgf_met_myc_glycolysis	hgf_met_myc,therapy_resistance	Altered integrin expression in carcinomas has been associated with tumor aggressiveness, including survival outcomes. The alpha 5 (α5) integrin is associated with increased proliferation, invasion, migration, and metastasis in various types of cancer, however there is no systematic review on its potential as a prognostic marker for survival outcomes. This systematic review analyzed studies reporting α5 integrin detection by immunohistochemistry and associated survival outcomes, retrieved from PubMed, Embase, Scopus, and the Cochrane Library databases. Fourteen publications met the inclusion criteria including a total of 2,018 patients diagnosed with ovarian, colorectal, liver, cervical, esophageal, pancreatic ductal, tongue or bladder carcinoma. The survival outcomes assessed in these studies included overall survival (OS), progression-free survival (PFS), recurrence-free survival (RFS), and percent survival. Eleven studies reported a positive association between elevated α5 integrin expression and poorer OS or percent survival, while two found no association. Reduced PFS was associated with elevated α5 integrin expression in three studies, whereas two studies reported no such association. One study evaluated α5 integrin expression in relation to RFS and found no association. In conclusion, there is evidence that increased α5 integrin expression is associated with poorer overall and progression-free survival in carcinomas. However, these findings should be further validated through additional research to confirm its potential as a prognostic marker.
41096094	Liver Robotic Surgery: A Review of Current Use and Future Perspectives.	Journal of clinical medicine	2025-Oct-03	10.3390/jcm14197014	https://pubmed.ncbi.nlm.nih.gov/41096094/	hgf_met_myc_glycolysis	hgf_met_myc	Background: Robotic liver surgery is emerging as a key advancement in minimally invasive techniques, though it still faces several challenges. Meanwhile, colorectal cancer (CRC) continues to be a leading cause of cancer deaths, with liver metastases affecting 25-30% of patients. These metastases significantly burden healthcare systems by raising costs and resource demands. Methods: A narrative literature review was performed, resulting in the inclusion of 14 studies in our analysis. Fourteen studies met the inclusion criteria and were analyzed with attention to patient characteristics, surgical details, perioperative outcomes, and reporting limitations. For consistency, simultaneous robotic-assisted resection (RAR) refers to cases in which the colorectal primary and liver metastasectomy were performed during the same operative session. Results: The 14 studies included a total of 771 patients (520 males and 251 females), aged between 31 and 88, undergoing simultaneous robotic-assisted resection (RAR). Most were affected by rectal cancer (76%) and unilobar liver metastases (82%). All surgeries using the DaVinci system are represented by 62% wedge resection and 38% anatomical (21.39% major and 16.61% minor). Patients' BMI ranged from 19.5 to 40.4 kg/m2, the average blood loss was 181.5 mL (30-780), the median hospital stay was 7 days (range 2-28), and the mean operative time ranged from 30 to 682 min. Data on POLF (postoperative liver failure) are reported in two studies: Rocca et al., 1/90 patients; Marino et al., 1/40 patients. Biliary leak is reported in one case by Marino et al., while Winckelmans et al. reported a 2.6% incidence of biliary leak in the laparoscopic group and 3.4% in the robotic group. Conclusions: As research advances and new therapies emerge for colorectal liver metastasis (CRLM), surgery remains the mainstay of treatment. However, evidence is limited by small sample sizes, heterogeneous study designs, inconsistent reporting of perioperative chemotherapy, timing of surgery, metastasis localization, and complications. Robotic liver surgery has become a well-established technique and possibly represents the future for managing colorectal liver metastases. Further prospective and comparative studies with standardized outcome reporting are needed to define optimal patient selection and long-term effectiveness.
41112799	Optical diagnostics of liver tumors using an autofluorescence lifetime probe.	Biomedical optics express	2025-Oct-01	10.1364/BOE.572468	https://pubmed.ncbi.nlm.nih.gov/41112799/	metabolism_proteomics_crlm	glycolysis_metabolism	Liver cancer is a global health challenge and its incidence is expected to grow worldwide to 1 million new cases in 2025. While hepatocellular carcinoma (HCC) is the most common liver cancer, hepatic metastases of colorectal cancer (CRLM) occur in almost 50% of patients with CRC. For both HCC and CRLM, surgical resection represents the only chance of long-term survival. In this context, a label-free optical surgical guidance tool would be highly suitable for reducing the positive margin rate and improving patient outcomes. In this study, we used a fiber-based autofluorescence lifetime imaging probe to provide real-time discrimination of tumor from marginal tissues in freshly excised liver samples. The proposed method allowed discriminating tumors from healthy tissue by reporting the fluorescence lifetime decay of cellular metabolic biomarkers, i.e., NAD(P)H and FAD. The acquisitions on 37 surgical specimens of both HCC and CRLM demonstrate that this approach is a method for delineating tumor borders with 67.7% and 77% accuracy, respectively. The results, combined with the ability to capture and process images in real time under bright background, highlight the technology's potential for clinical use for both label-free tissue diagnostics and surgical guidance.
40779188	Metabolic dysfunction-associated steatotic liver disease increases the incidence of metachronous liver metastases from TNM stage 0-II colorectal cancer.	Hepatology international	2025-Oct	10.1007/s12072-025-10870-y	https://pubmed.ncbi.nlm.nih.gov/40779188/	metabolism_proteomics_crlm	glycolysis_metabolism	Metachronous colorectal liver metastases (CRLM) had been the main cause of death in most colorectal cancer (CRC) patients after curative surgery. However, the clinical impact of the pre-existing metabolic dysfunction-associated steatotic liver disease (MASLD) on metachronous CRLM remains unclear, the present study aims to clarify this issue. This study retrospectively enrolled in 2155 CRC patients who underwent curative surgery at the Sixth Affiliated Hospital of Sun Yat-sen University from 2017 to 2018, including 300 cases with MASLD and 1855 cases of Control group. Cox regression and Kaplan-Meier curves were constructed to evaluate the influencing factors and cumulative incidence of recurrence (CIR) of metachronous CRLM. The pre-existing MASLD was an independent risk factor for metachronous CRLM in TNM stage 0-II CRC patients (HR, 2.696; 95% CI 1.553-4.681; p < 0.001), and this association persisted for both early (HR, 2.309; 95% CI 1.008-5.291; p = 0.048) and late (HR, 2.791; 95% CI 1.321-5.894; p = 0.007) metachronous CRLM. However, pre-existing MASLD was not independently associated with metachronous CRLM in TNM stage III CRC patients. In TNM stage 0-II CRC patients, the 5-year hepatic CIR rate in the MASLD group was significantly higher than that in the Control group (9.3% vs. 4.0%, p < 0.001). MASLD had no significant impact on metachronous extrahepatic metastases for TNM stage 0-II and stage III CRC patients. The pre-existing MASLD is an independent and important risk factor predicting hepatic recurrence for CRC patients of TNM stage 0-II after curative surgery.
40776741	Liver metastasis of colorectal cancer: Mechanism and clinical therapy (Review).	Oncology reports	2025-Oct	10.3892/or.2025.8963	https://pubmed.ncbi.nlm.nih.gov/40776741/	macrophage_immune_crlm	immune_myeloid,therapy_resistance	Liver metastasis is a common complication in colorectal cancer (CRC), with its presence and progression significantly shortening patient survival. Therefore, a deeper understanding of the underlying mechanisms driving liver metastasis in CRC is essential to identify more effective and actionable therapeutic targets and improve prognosis. Liver metastasis in CRC is a multifaceted and dynamic process. Tumor cells with invasive properties communicate with the surrounding microenvironment through mechanisms such as immune checkpoint molecules and cytokines, thereby establishing a supportive niche for their colonization and proliferation. Moreover, suppressive immune cells may enhance the invasiveness of tumor cells. The interplay between tumor cells and the microenvironment is an interdependent process. Targeting these interactions offers promising potential for novel therapeutic strategies. The present review outlined mechanisms of colorectal cancer liver metastasis, emphasizing the immune microenvironment's role, current treatment approaches, and future development prospects.
40744394	Anoikis and NETosis in colorectal cancer liver metastasis: the relationship and perspectives.	Biochimica et biophysica acta. Reviews on cancer	2025-Oct	10.1016/j.bbcan.2025.189401	https://pubmed.ncbi.nlm.nih.gov/40744394/	macrophage_immune_crlm	immune_myeloid,therapy_resistance	Colorectal cancer (CRC) is a leading cause of cancer-related mortality, with metastatic spread being the primary reason for fatalities. Anoikis, a form of programmed cell death triggered by cell detachment from the extracellular matrix (ECM), and NETosis, a neutrophil cell death mode releasing extracellular traps (NETs), play critical roles in CRC liver metastasis (CRCLM). This review explores the mechanisms of anoikis and NETosis, their interplay, and genetic underpinnings in CRCLM. Anoikis resistance in CRC cells allows survival during metastasis in the initial stage, while NETs promote tumor progression by facilitating immune evasion, ECM remodeling, and angiogenesis. Meanwhile, through bioinformatics analysis and summary, we elaborated on the relationship between anoikis and NETosis as well as the potential interaction mechanisms, exploring the connecting links between them. The crosstalk between these processes is analyzed, highlighting shared signaling pathways (e.g., PI3K/AKT, MAPK, EMT) and potential biomarkers (e.g., MUC13, GLI2, SIRT6, FASN). Therapeutic strategies targeting anoikis and NETosis, including inhibitors of integrins, EGFR, and NET components (e.g., DNase I, CXCR2 antagonists), inhibitors of autophagy (e.g., CQ, HCQ, azithromycin) are discussed. This comprehensive analysis advances understanding of CRCLM pathogenesis and provides novel perspectives for targeted interventions.
40702107	The colorectal liver metastasis growth pattern phenotype is not dependent on genotype.	British journal of cancer	2025-Oct	10.1038/s41416-025-03103-4	https://pubmed.ncbi.nlm.nih.gov/40702107/	macrophage_immune_crlm	immune_myeloid,therapy_resistance	The histopathological growth patterns (HGPs) of colorectal cancer liver metastases broadly classify patients into two groups post-liver metastasectomy, with encapsulated HGP indicating a more favourable prognosis. The potential association between HGPs and specific mutations is poorly understood. Using next-generation sequencing data of 461 resected patients (104 patients with encapsulated versus 357 patients with non-encapsulated HGP), 19 putative colorectal cancer driver genes, tumour mutational burden (TMB), and microsatellite instability (MSI) or POLE mediated hypermutation were compared. Most putative drivers, including KRAS (q = 0.89), NRAS (q = 0.98),) and BRAF (q = 0.97)), were not associated with HGP. However, mutations in B2M and PTEN were associated with a encapsulated phenotype (7% vs. 0%, q = 0.001, and 9% vs. 2%, q = 0.02, respectively). TMB was higher in encapsulated patients (median 5.8 vs. 5.1 mutations per megabase, p = 0.009). Multivariable overall survival analysis corrected for genetic and patient factors confirmed that the encapsulated phenotype was an independent prognostic factor (adjusted hazard ratio, 0.60; 95% confidence interval: 0.36-0.99). Upon stratified analysis, all identified genetic associations were equivocal between the cohorts. While an association between genetic drivers of adaptive immune responses seems probable and could explain a minority of encapsulated patients, these results primarily demonstrate that HGP phenotype is independent of the tumour genotype.
